basis,scan coordinate,method,state index,spin multiplicity,spin type,energy (Hartree)
cc-pvdz,0.10000000000000009,LDA,17,1,INVARIANT,-152.15487543587517
cc-pvdz,0.10000000000000009,LDA,18,1,INVARIANT,-152.14920593378844
cc-pvdz,0.10000000000000009,LDA,19,1,INVARIANT,-152.12235027228823
cc-pvdz,0.10000000000000009,LDA,20,1,INVARIANT,-152.07866237353468
cc-pvdz,0.20000000000000018,LDA,1,1,INVARIANT,-153.16874120002035
cc-pvdz,0.20000000000000018,LDA,1,3,INVARIANT,-153.15756472183676
cc-pvdz,0.20000000000000018,LDA,2,1,INVARIANT,-153.0885996074484
cc-pvdz,0.20000000000000018,LDA,2,3,INVARIANT,-153.06799473547383
cc-pvdz,0.20000000000000018,LDA,3,3,INVARIANT,-153.05012790929712
cc-pvdz,0.20000000000000018,LDA,3,1,INVARIANT,-152.99868500779522
cc-pvdz,0.20000000000000018,LDA,1,5,INVARIANT,-152.98094682964188
cc-pvdz,0.20000000000000018,LDA,4,3,INVARIANT,-152.84567807068146
cc-pvdz,0.20000000000000018,LDA,4,1,INVARIANT,-152.83200122940679
cc-pvdz,0.20000000000000018,LDA,5,3,INVARIANT,-152.8272942566624
cc-pvdz,0.20000000000000018,LDA,5,1,INVARIANT,-152.80927167742433
cc-pvdz,0.20000000000000018,LDA,6,1,INVARIANT,-152.77370200549635
cc-pvdz,0.20000000000000018,LDA,6,3,INVARIANT,-152.75697226369977
cc-pvdz,0.20000000000000018,LDA,7,1,INVARIANT,-152.74856253892906
cc-pvdz,0.20000000000000018,LDA,8,1,INVARIANT,-152.71943266759567
cc-pvdz,0.20000000000000018,LDA,7,3,INVARIANT,-152.6868574390701
cc-pvdz,0.20000000000000018,LDA,8,3,INVARIANT,-152.67548994788163
cc-pvdz,0.20000000000000018,LDA,9,1,INVARIANT,-152.66750910541558
cc-pvdz,0.20000000000000018,LDA,9,3,INVARIANT,-152.6510398614372
cc-pvdz,0.20000000000000018,LDA,10,1,INVARIANT,-152.5944729066125
cc-pvdz,0.20000000000000018,LDA,10,3,INVARIANT,-152.59403602778124
cc-pvdz,0.20000000000000018,LDA,11,3,INVARIANT,-152.5725568976212
cc-pvdz,0.20000000000000018,LDA,12,3,INVARIANT,-152.5530457673923
cc-pvdz,0.20000000000000018,LDA,11,1,INVARIANT,-152.54285210452102
cc-pvdz,0.20000000000000018,LDA,12,1,INVARIANT,-152.50592049984948
cc-pvdz,0.20000000000000018,LDA,13,3,INVARIANT,-152.4456412975263
cc-pvdz,0.20000000000000018,LDA,13,1,INVARIANT,-152.43343384458072
cc-pvdz,0.20000000000000018,LDA,14,3,INVARIANT,-152.41583567165247
cc-pvdz,0.20000000000000018,LDA,14,1,INVARIANT,-152.4057446252575
cc-pvdz,0.20000000000000018,LDA,15,1,INVARIANT,-152.37372125324634
cc-pvdz,0.20000000000000018,LDA,15,3,INVARIANT,-152.28318015327915
cc-pvdz,0.20000000000000018,LDA,16,1,INVARIANT,-152.19455332090203
cc-pvdz,0.20000000000000018,LDA,17,1,INVARIANT,-152.15549909405865
cc-pvdz,0.20000000000000018,LDA,18,1,INVARIANT,-152.14647224228545
cc-pvdz,0.20000000000000018,LDA,19,1,INVARIANT,-152.12138271848048
cc-pvdz,0.20000000000000018,LDA,20,1,INVARIANT,-152.07660409683643
cc-pvdz,0.30000000000000004,LDA,1,1,INVARIANT,-153.16985493333354
cc-pvdz,0.30000000000000004,LDA,1,3,INVARIANT,-153.15596266754198
cc-pvdz,0.30000000000000004,LDA,2,1,INVARIANT,-153.0844714381904
cc-pvdz,0.30000000000000004,LDA,2,3,INVARIANT,-153.0691600235263
cc-pvdz,0.30000000000000004,LDA,3,3,INVARIANT,-153.04574401337595
cc-pvdz,0.30000000000000004,LDA,3,1,INVARIANT,-152.9971153981562
cc-pvdz,0.30000000000000004,LDA,1,5,INVARIANT,-152.97925204120213
cc-pvdz,0.30000000000000004,LDA,4,3,INVARIANT,-152.84673963750907
cc-pvdz,0.30000000000000004,LDA,4,1,INVARIANT,-152.83341642054563
cc-pvdz,0.30000000000000004,LDA,5,3,INVARIANT,-152.82302629450996
cc-pvdz,0.30000000000000004,LDA,5,1,INVARIANT,-152.80449782901394
cc-pvdz,0.30000000000000004,LDA,6,1,INVARIANT,-152.77169897365704
cc-pvdz,0.30000000000000004,LDA,6,3,INVARIANT,-152.75820589011735
cc-pvdz,0.30000000000000004,LDA,7,1,INVARIANT,-152.75116038667684
cc-pvdz,0.30000000000000004,LDA,8,1,INVARIANT,-152.71388998964122
cc-pvdz,0.30000000000000004,LDA,7,3,INVARIANT,-152.68617956954787
cc-pvdz,0.30000000000000004,LDA,8,3,INVARIANT,-152.67326880187144
cc-pvdz,0.30000000000000004,LDA,9,1,INVARIANT,-152.6692464875323
cc-pvdz,0.30000000000000004,LDA,9,3,INVARIANT,-152.6463522873961
cc-pvdz,0.30000000000000004,LDA,10,1,INVARIANT,-152.592886609965
cc-pvdz,0.30000000000000004,LDA,10,3,INVARIANT,-152.5920082130287
cc-pvdz,0.30000000000000004,LDA,11,3,INVARIANT,-152.57309726243798
cc-pvdz,0.30000000000000004,LDA,12,3,INVARIANT,-152.54900246441127
cc-pvdz,0.30000000000000004,LDA,11,1,INVARIANT,-152.53762489781357
cc-pvdz,0.30000000000000004,LDA,12,1,INVARIANT,-152.5046245980735
cc-pvdz,0.30000000000000004,LDA,13,3,INVARIANT,-152.44793310541286
cc-pvdz,0.30000000000000004,LDA,13,1,INVARIANT,-152.4356475663632
cc-pvdz,0.30000000000000004,LDA,14,3,INVARIANT,-152.41005423264886
cc-pvdz,0.30000000000000004,LDA,14,1,INVARIANT,-152.40009808954636
cc-pvdz,0.30000000000000004,LDA,15,1,INVARIANT,-152.3730782271983
cc-pvdz,0.30000000000000004,LDA,15,3,INVARIANT,-152.28141196147106
cc-pvdz,0.30000000000000004,LDA,16,1,INVARIANT,-152.1930726658298
cc-pvdz,0.30000000000000004,LDA,17,1,INVARIANT,-152.1553513452004
cc-pvdz,0.30000000000000004,LDA,18,1,INVARIANT,-152.14296968572296
cc-pvdz,0.30000000000000004,LDA,19,1,INVARIANT,-152.11957164577262
cc-pvdz,0.30000000000000004,LDA,20,1,INVARIANT,-152.07349524935856
cc-pvdz,0.40000000000000013,LDA,1,1,INVARIANT,-153.1709525654358
cc-pvdz,0.40000000000000013,LDA,1,3,INVARIANT,-153.15382613736398
cc-pvdz,0.40000000000000013,LDA,2,1,INVARIANT,-153.07932233493236
cc-pvdz,0.40000000000000013,LDA,2,3,INVARIANT,-153.06972682396454
cc-pvdz,0.40000000000000013,LDA,3,3,INVARIANT,-153.040772476127
cc-pvdz,0.40000000000000013,LDA,3,1,INVARIANT,-152.99500972358078
cc-pvdz,0.40000000000000013,LDA,1,5,INVARIANT,-152.97689432223075
cc-pvdz,0.40000000000000013,LDA,4,3,INVARIANT,-152.8472033038548
cc-pvdz,0.40000000000000013,LDA,4,1,INVARIANT,-152.834219775457
cc-pvdz,0.40000000000000013,LDA,5,3,INVARIANT,-152.81817294299418
cc-pvdz,0.40000000000000013,LDA,5,1,INVARIANT,-152.79911598097712
cc-pvdz,0.40000000000000013,LDA,6,1,INVARIANT,-152.7689766397433
cc-pvdz,0.40000000000000013,LDA,6,3,INVARIANT,-152.75927231088647
cc-pvdz,0.40000000000000013,LDA,7,1,INVARIANT,-152.75317918160178
cc-pvdz,0.40000000000000013,LDA,8,1,INVARIANT,-152.70778181217008
cc-pvdz,0.40000000000000013,LDA,7,3,INVARIANT,-152.68496906718042
cc-pvdz,0.40000000000000013,LDA,9,1,INVARIANT,-152.6709175477201
cc-pvdz,0.40000000000000013,LDA,8,3,INVARIANT,-152.67032107212546
cc-pvdz,0.40000000000000013,LDA,9,3,INVARIANT,-152.6404921798237
cc-pvdz,0.40000000000000013,LDA,10,1,INVARIANT,-152.59064021576583
cc-pvdz,0.40000000000000013,LDA,10,3,INVARIANT,-152.58925667334788
cc-pvdz,0.40000000000000013,LDA,11,3,INVARIANT,-152.57290112649284
cc-pvdz,0.40000000000000013,LDA,12,3,INVARIANT,-152.54422135247438
cc-pvdz,0.40000000000000013,LDA,11,1,INVARIANT,-152.53113067575154
cc-pvdz,0.40000000000000013,LDA,12,1,INVARIANT,-152.50272231319073
cc-pvdz,0.40000000000000013,LDA,13,3,INVARIANT,-152.4494686774334
cc-pvdz,0.40000000000000013,LDA,13,1,INVARIANT,-152.4371111465081
cc-pvdz,0.40000000000000013,LDA,14,3,INVARIANT,-152.4035384739602
cc-pvdz,0.40000000000000013,LDA,14,1,INVARIANT,-152.3937180614194
cc-pvdz,0.40000000000000013,LDA,15,1,INVARIANT,-152.37196414751676
cc-pvdz,0.40000000000000013,LDA,15,3,INVARIANT,-152.27882852410485
cc-pvdz,0.40000000000000013,LDA,16,1,INVARIANT,-152.1908284923415
cc-pvdz,0.40000000000000013,LDA,17,1,INVARIANT,-152.15443527168298
cc-pvdz,0.40000000000000013,LDA,18,1,INVARIANT,-152.13870435218843
cc-pvdz,0.40000000000000013,LDA,19,1,INVARIANT,-152.11691904962478
cc-pvdz,0.40000000000000013,LDA,20,1,INVARIANT,-152.06934977434364
cc-pvdz,0.5,LDA,1,1,INVARIANT,-153.17193850130428
cc-pvdz,0.5,LDA,1,3,INVARIANT,-153.15115754623085
cc-pvdz,0.5,LDA,2,1,INVARIANT,-153.07325250374032
cc-pvdz,0.5,LDA,2,3,INVARIANT,-153.06969845521536
cc-pvdz,0.5,LDA,3,3,INVARIANT,-153.03521472376525
cc-pvdz,0.5,LDA,3,1,INVARIANT,-152.99237046880663
cc-pvdz,0.5,LDA,1,5,INVARIANT,-152.97387612984159
cc-pvdz,0.5,LDA,4,3,INVARIANT,-152.8470721563596
cc-pvdz,0.5,LDA,4,1,INVARIANT,-152.83441516420388
cc-pvdz,0.5,LDA,5,3,INVARIANT,-152.8127366676333
cc-pvdz,0.5,LDA,5,1,INVARIANT,-152.79312743586007
cc-pvdz,0.5,LDA,6,1,INVARIANT,-152.76553783016053
cc-pvdz,0.5,LDA,6,3,INVARIANT,-152.7600905663146
cc-pvdz,0.5,LDA,7,1,INVARIANT,-152.75462277864952
cc-pvdz,0.5,LDA,8,1,INVARIANT,-152.7011093904441
cc-pvdz,0.5,LDA,7,3,INVARIANT,-152.68319302106278
cc-pvdz,0.5,LDA,9,1,INVARIANT,-152.6724259157798
cc-pvdz,0.5,LDA,8,3,INVARIANT,-152.66668471302913
cc-pvdz,0.5,LDA,9,3,INVARIANT,-152.6335456696295
cc-pvdz,0.5,LDA,10,1,INVARIANT,-152.5877372026446
cc-pvdz,0.5,LDA,10,3,INVARIANT,-152.58578390346725
cc-pvdz,0.5,LDA,11,3,INVARIANT,-152.57197349809843
cc-pvdz,0.5,LDA,12,3,INVARIANT,-152.5387032385151
cc-pvdz,0.5,LDA,11,1,INVARIANT,-152.52347107069093
cc-pvdz,0.5,LDA,12,1,INVARIANT,-152.50021312533184
cc-pvdz,0.5,LDA,13,3,INVARIANT,-152.4502499554427
cc-pvdz,0.5,LDA,13,1,INVARIANT,-152.43782695415757
cc-pvdz,0.5,LDA,14,3,INVARIANT,-152.39629022439843
cc-pvdz,0.5,LDA,14,1,INVARIANT,-152.38660623048918
cc-pvdz,0.5,LDA,15,1,INVARIANT,-152.3703750512763
cc-pvdz,0.5,LDA,15,3,INVARIANT,-152.2754322119533
cc-pvdz,0.5,LDA,16,1,INVARIANT,-152.18782301156017
cc-pvdz,0.5,LDA,17,1,INVARIANT,-152.15275229187804
cc-pvdz,0.5,LDA,18,1,INVARIANT,-152.13368069710367
cc-pvdz,0.5,LDA,19,1,INVARIANT,-152.1134267503992
cc-pvdz,0.5,LDA,20,1,INVARIANT,-152.06417942933479
cc-pvdz,0.6000000000000001,LDA,1,1,INVARIANT,-153.17273134409203
cc-pvdz,0.6000000000000001,LDA,1,3,INVARIANT,-153.14795771450522
cc-pvdz,0.6000000000000001,LDA,2,3,INVARIANT,-153.06907662462902
cc-pvdz,0.6000000000000001,LDA,2,1,INVARIANT,-153.06634468886583
cc-pvdz,0.6000000000000001,LDA,3,3,INVARIANT,-153.02907054484373
cc-pvdz,0.6000000000000001,LDA,3,1,INVARIANT,-152.9891985655847
cc-pvdz,0.6000000000000001,LDA,1,5,INVARIANT,-152.9701982830819
cc-pvdz,0.6000000000000001,LDA,4,3,INVARIANT,-152.8463477176503
cc-pvdz,0.6000000000000001,LDA,4,1,INVARIANT,-152.83400485657617
cc-pvdz,0.6000000000000001,LDA,5,3,INVARIANT,-152.80671838222878
cc-pvdz,0.6000000000000001,LDA,5,1,INVARIANT,-152.78653189155682
cc-pvdz,0.6000000000000001,LDA,6,1,INVARIANT,-152.76138381027044
cc-pvdz,0.6000000000000001,LDA,6,3,INVARIANT,-152.76058911953936
cc-pvdz,0.6000000000000001,LDA,7,1,INVARIANT,-152.7554934204836
cc-pvdz,0.6000000000000001,LDA,8,1,INVARIANT,-152.69387245431028
cc-pvdz,0.6000000000000001,LDA,7,3,INVARIANT,-152.680828922256
cc-pvdz,0.6000000000000001,LDA,9,1,INVARIANT,-152.67368643737183
cc-pvdz,0.6000000000000001,LDA,8,3,INVARIANT,-152.66238412184723
cc-pvdz,0.6000000000000001,LDA,9,3,INVARIANT,-152.62558616914842
cc-pvdz,0.6000000000000001,LDA,10,1,INVARIANT,-152.58417958303366
cc-pvdz,0.6000000000000001,LDA,10,3,INVARIANT,-152.58159067190095
cc-pvdz,0.6000000000000001,LDA,11,3,INVARIANT,-152.57031782888652
cc-pvdz,0.6000000000000001,LDA,12,3,INVARIANT,-152.53244727378643
cc-pvdz,0.6000000000000001,LDA,11,1,INVARIANT,-152.51473323675708
cc-pvdz,0.6000000000000001,LDA,12,1,INVARIANT,-152.49709443635453
cc-pvdz,0.6000000000000001,LDA,13,3,INVARIANT,-152.4502770574654
cc-pvdz,0.6000000000000001,LDA,13,1,INVARIANT,-152.4377955518154
cc-pvdz,0.6000000000000001,LDA,14,3,INVARIANT,-152.3883095810377
cc-pvdz,0.6000000000000001,LDA,14,1,INVARIANT,-152.37876256847255
cc-pvdz,0.6000000000000001,LDA,15,1,INVARIANT,-152.36830464365673
cc-pvdz,0.6000000000000001,LDA,15,3,INVARIANT,-152.27122368068342
cc-pvdz,0.6000000000000001,LDA,16,1,INVARIANT,-152.18405670055046
cc-pvdz,0.6000000000000001,LDA,17,1,INVARIANT,-152.15030217957354
cc-pvdz,0.6000000000000001,LDA,18,1,INVARIANT,-152.12790156486736
cc-pvdz,0.6000000000000001,LDA,19,1,INVARIANT,-152.1090963229923
cc-pvdz,0.6000000000000001,LDA,20,1,INVARIANT,-152.0579937328099
cc-pvdz,0.7000000000000002,LDA,1,1,INVARIANT,-153.1732643735764
cc-pvdz,0.7000000000000002,LDA,1,3,INVARIANT,-153.1442258848006
cc-pvdz,0.7000000000000002,LDA,2,3,INVARIANT,-153.0678614465523
cc-pvdz,0.7000000000000002,LDA,2,1,INVARIANT,-153.0586637263041
cc-pvdz,0.7000000000000002,LDA,3,3,INVARIANT,-153.02233810664964
cc-pvdz,0.7000000000000002,LDA,3,1,INVARIANT,-152.98549340992153
cc-pvdz,0.7000000000000002,LDA,1,5,INVARIANT,-152.96585998073473
cc-pvdz,0.7000000000000002,LDA,4,3,INVARIANT,-152.84502996147046
cc-pvdz,0.7000000000000002,LDA,4,1,INVARIANT,-152.83298954166114
cc-pvdz,0.7000000000000002,LDA,5,3,INVARIANT,-152.80011746582622
cc-pvdz,0.7000000000000002,LDA,5,1,INVARIANT,-152.77932745748834
cc-pvdz,0.7000000000000002,LDA,6,3,INVARIANT,-152.76070680487294
cc-pvdz,0.7000000000000002,LDA,6,1,INVARIANT,-152.75651430498124
cc-pvdz,0.7000000000000002,LDA,7,1,INVARIANT,-152.75579175091318
cc-pvdz,0.7000000000000002,LDA,8,1,INVARIANT,-152.68606923715782
cc-pvdz,0.7000000000000002,LDA,7,3,INVARIANT,-152.6778605569264
cc-pvdz,0.7000000000000002,LDA,9,1,INVARIANT,-152.67462643745196
cc-pvdz,0.7000000000000002,LDA,8,3,INVARIANT,-152.65743425998636
cc-pvdz,0.7000000000000002,LDA,9,3,INVARIANT,-152.61667345872834
cc-pvdz,0.7000000000000002,LDA,10,1,INVARIANT,-152.57996792474228
cc-pvdz,0.7000000000000002,LDA,10,3,INVARIANT,-152.5766760596455
cc-pvdz,0.7000000000000002,LDA,11,3,INVARIANT,-152.567936043056
cc-pvdz,0.7000000000000002,LDA,12,3,INVARIANT,-152.52545096734914
cc-pvdz,0.7000000000000002,LDA,11,1,INVARIANT,-152.5049886221252
cc-pvdz,0.7000000000000002,LDA,12,1,INVARIANT,-152.49336160685982
cc-pvdz,0.7000000000000002,LDA,13,3,INVARIANT,-152.44954828845886
cc-pvdz,0.7000000000000002,LDA,13,1,INVARIANT,-152.43701570369024
cc-pvdz,0.7000000000000002,LDA,14,3,INVARIANT,-152.3795949324327
cc-pvdz,0.7000000000000002,LDA,14,1,INVARIANT,-152.3701853524653
cc-pvdz,0.7000000000000002,LDA,15,1,INVARIANT,-152.3657444701925
cc-pvdz,0.7000000000000002,LDA,15,3,INVARIANT,-152.26620189105864
cc-pvdz,0.7000000000000002,LDA,16,1,INVARIANT,-152.17952832055022
cc-pvdz,0.7000000000000002,LDA,17,1,INVARIANT,-152.14708307980763
cc-pvdz,0.7000000000000002,LDA,18,1,INVARIANT,-152.12136820672737
cc-pvdz,0.7000000000000002,LDA,19,1,INVARIANT,-152.10392896190712
cc-pvdz,0.7000000000000002,LDA,20,1,INVARIANT,-152.0507999597507
cc-pvdz,0.8,LDA,1,1,INVARIANT,-153.17348366335503
cc-pvdz,0.8,LDA,1,3,INVARIANT,-153.13995973545147
cc-pvdz,0.8,LDA,2,3,INVARIANT,-153.0660514570722
cc-pvdz,0.8,LDA,2,1,INVARIANT,-153.0502584522389
cc-pvdz,0.8,LDA,3,3,INVARIANT,-153.01501396845276
cc-pvdz,0.8,LDA,3,1,INVARIANT,-152.98125287610034
cc-pvdz,0.8,LDA,1,5,INVARIANT,-152.96085881590093
cc-pvdz,0.8,LDA,4,3,INVARIANT,-152.84311732475885
cc-pvdz,0.8,LDA,4,1,INVARIANT,-152.83136834422336
cc-pvdz,0.8,LDA,5,3,INVARIANT,-152.7929317759805
cc-pvdz,0.8,LDA,5,1,INVARIANT,-152.77151066766731
cc-pvdz,0.8,LDA,6,3,INVARIANT,-152.7603920839052
cc-pvdz,0.8,LDA,6,1,INVARIANT,-152.75551682546646
cc-pvdz,0.8,LDA,7,1,INVARIANT,-152.7509275158761
cc-pvdz,0.8,LDA,8,1,INVARIANT,-152.67769650214245
cc-pvdz,0.8,LDA,9,1,INVARIANT,-152.6751849152225
cc-pvdz,0.8,LDA,7,3,INVARIANT,-152.67427514674998
cc-pvdz,0.8,LDA,8,3,INVARIANT,-152.65184352036516
cc-pvdz,0.8,LDA,9,3,INVARIANT,-152.60685445899418
cc-pvdz,0.8,LDA,10,1,INVARIANT,-152.57510136929858
cc-pvdz,0.8,LDA,10,3,INVARIANT,-152.57103749585042
cc-pvdz,0.8,LDA,11,3,INVARIANT,-152.56482856347554
cc-pvdz,0.8,LDA,12,3,INVARIANT,-152.51771019676787
cc-pvdz,0.8,LDA,11,1,INVARIANT,-152.49429380339706
cc-pvdz,0.8,LDA,12,1,INVARIANT,-152.48900799230077
cc-pvdz,0.8,LDA,13,3,INVARIANT,-152.44806014815086
cc-pvdz,0.8,LDA,13,1,INVARIANT,-152.43548438041125
cc-pvdz,0.8,LDA,14,3,INVARIANT,-152.3701429781881
cc-pvdz,0.8,LDA,14,1,INVARIANT,-152.36268408452565
cc-pvdz,0.8,LDA,15,1,INVARIANT,-152.36087118458403
cc-pvdz,0.8,LDA,15,3,INVARIANT,-152.26036412610694
cc-pvdz,0.8,LDA,16,1,INVARIANT,-152.1742349319054
cc-pvdz,0.8,LDA,17,1,INVARIANT,-152.14309152145492
cc-pvdz,0.8,LDA,18,1,INVARIANT,-152.1140802952539
cc-pvdz,0.8,LDA,19,1,INVARIANT,-152.09792531073418
cc-pvdz,0.8,LDA,20,1,INVARIANT,-152.0426031653713
cc-pvdz,0.9000000000000001,LDA,1,1,INVARIANT,-153.17334548725412
cc-pvdz,0.9000000000000001,LDA,1,3,INVARIANT,-153.1351553916394
cc-pvdz,0.9000000000000001,LDA,2,3,INVARIANT,-153.06364362640983
cc-pvdz,0.9000000000000001,LDA,2,1,INVARIANT,-153.0411643179544
cc-pvdz,0.9000000000000001,LDA,3,3,INVARIANT,-153.00709309260404
cc-pvdz,0.9000000000000001,LDA,3,1,INVARIANT,-152.97647332843758
cc-pvdz,0.9000000000000001,LDA,1,5,INVARIANT,-152.9551907883659
cc-pvdz,0.9000000000000001,LDA,4,3,INVARIANT,-152.8406067176323
cc-pvdz,0.9000000000000001,LDA,4,1,INVARIANT,-152.82913883887076
cc-pvdz,0.9000000000000001,LDA,5,3,INVARIANT,-152.78515765922413
cc-pvdz,0.9000000000000001,LDA,5,1,INVARIANT,-152.7630764916451
cc-pvdz,0.9000000000000001,LDA,6,3,INVARIANT,-152.75960157025096
cc-pvdz,0.9000000000000001,LDA,6,1,INVARIANT,-152.7546661199891
cc-pvdz,0.9000000000000001,LDA,7,1,INVARIANT,-152.74462013580222
cc-pvdz,0.9000000000000001,LDA,8,1,INVARIANT,-152.67531082954204
cc-pvdz,0.9000000000000001,LDA,7,3,INVARIANT,-152.67006154659697
cc-pvdz,0.9000000000000001,LDA,9,1,INVARIANT,-152.66874956652757
cc-pvdz,0.9000000000000001,LDA,8,3,INVARIANT,-152.64561553343347
cc-pvdz,0.9000000000000001,LDA,9,3,INVARIANT,-152.59616472986778
cc-pvdz,0.9000000000000001,LDA,10,1,INVARIANT,-152.56957764755379
cc-pvdz,0.9000000000000001,LDA,10,3,INVARIANT,-152.5646707908345
cc-pvdz,0.9000000000000001,LDA,11,3,INVARIANT,-152.56099433538773
cc-pvdz,0.9000000000000001,LDA,12,3,INVARIANT,-152.5092192169597
cc-pvdz,0.9000000000000001,LDA,11,1,INVARIANT,-152.4840249792647
cc-pvdz,0.9000000000000001,LDA,12,1,INVARIANT,-152.48269222505826
cc-pvdz,0.9000000000000001,LDA,13,3,INVARIANT,-152.44580733715088
cc-pvdz,0.9000000000000001,LDA,13,1,INVARIANT,-152.4331967611559
cc-pvdz,0.9000000000000001,LDA,14,3,INVARIANT,-152.35994874589966
cc-pvdz,0.9000000000000001,LDA,14,1,INVARIANT,-152.3591112063913
cc-pvdz,0.9000000000000001,LDA,15,1,INVARIANT,-152.3508150090005
cc-pvdz,0.9000000000000001,LDA,15,3,INVARIANT,-152.25370600620312
cc-pvdz,0.9000000000000001,LDA,16,1,INVARIANT,-152.16817190666558
cc-pvdz,0.9000000000000001,LDA,17,1,INVARIANT,-152.13832242751022
cc-pvdz,0.9000000000000001,LDA,18,1,INVARIANT,-152.1060359363603
cc-pvdz,0.9000000000000001,LDA,19,1,INVARIANT,-152.09108527988963
cc-pvdz,0.9000000000000001,LDA,20,1,INVARIANT,-152.0334062216554
cc-pvdz,1.0,LDA,1,1,INVARIANT,-153.1728138206709
cc-pvdz,1.0,LDA,1,3,INVARIANT,-153.1298074340511
cc-pvdz,1.0,LDA,2,3,INVARIANT,-153.0606333688571
cc-pvdz,1.0,LDA,2,1,INVARIANT,-153.0314059053421
cc-pvdz,1.0,LDA,3,3,INVARIANT,-152.99856885341626
cc-pvdz,1.0,LDA,3,1,INVARIANT,-152.9711496306437
cc-pvdz,1.0,LDA,1,5,INVARIANT,-152.94885031465785
cc-pvdz,1.0,LDA,4,3,INVARIANT,-152.83749353112057
cc-pvdz,1.0,LDA,4,1,INVARIANT,-152.82629706189468
cc-pvdz,1.0,LDA,5,3,INVARIANT,-152.77678995858014
cc-pvdz,1.0,LDA,6,3,INVARIANT,-152.75829838972757
cc-pvdz,1.0,LDA,5,1,INVARIANT,-152.75401834325277
cc-pvdz,1.0,LDA,6,1,INVARIANT,-152.75323553706446
cc-pvdz,1.0,LDA,7,1,INVARIANT,-152.73758736074257
cc-pvdz,1.0,LDA,8,1,INVARIANT,-152.6749611650591
cc-pvdz,1.0,LDA,7,3,INVARIANT,-152.66520913631987
cc-pvdz,1.0,LDA,9,1,INVARIANT,-152.65922232385327
cc-pvdz,1.0,LDA,8,3,INVARIANT,-152.63875027530128
cc-pvdz,1.0,LDA,9,3,INVARIANT,-152.5846301293211
cc-pvdz,1.0,LDA,10,1,INVARIANT,-152.56339309188317
cc-pvdz,1.0,LDA,10,3,INVARIANT,-152.55757016576882
cc-pvdz,1.0,LDA,11,3,INVARIANT,-152.55643084734885
cc-pvdz,1.0,LDA,12,3,INVARIANT,-152.4999706670448
cc-pvdz,1.0,LDA,11,1,INVARIANT,-152.4784020220193
cc-pvdz,1.0,LDA,12,1,INVARIANT,-152.47021615349962
cc-pvdz,1.0,LDA,13,3,INVARIANT,-152.44278276151718
cc-pvdz,1.0,LDA,13,1,INVARIANT,-152.43014623318007
cc-pvdz,1.0,LDA,14,1,INVARIANT,-152.3550118647243
cc-pvdz,1.0,LDA,14,3,INVARIANT,-152.34900560538222
cc-pvdz,1.0,LDA,15,1,INVARIANT,-152.34001012629588
cc-pvdz,1.0,LDA,15,3,INVARIANT,-152.24622150194625
cc-pvdz,1.0,LDA,16,1,INVARIANT,-152.1613329387336
cc-pvdz,1.0,LDA,17,1,INVARIANT,-152.13276912294359
cc-pvdz,1.0,LDA,18,1,INVARIANT,-152.09723167871866
cc-pvdz,1.0,LDA,19,1,INVARIANT,-152.08340786878296
cc-pvdz,1.0,LDA,20,1,INVARIANT,-152.02320985551236
cc-pvdz,-1.0,LDA,1,1,INVARIANT_MIX,-153.0910769767024
cc-pvdz,-1.0,LDA,1,3,INVARIANT_MIX,-153.03750964970573
cc-pvdz,-1.0,LDA,2,3,INVARIANT_MIX,-153.03750964970564
cc-pvdz,-1.0,LDA,3,3,INVARIANT_MIX,-153.03750964970564
cc-pvdz,-1.0,LDA,4,3,INVARIANT_MIX,-152.9560879200014
cc-pvdz,-1.0,LDA,5,3,INVARIANT_MIX,-152.9560879200013
cc-pvdz,-1.0,LDA,6,3,INVARIANT_MIX,-152.95608792000127
cc-pvdz,-1.0,LDA,2,1,INVARIANT_MIX,-152.9340304078157
cc-pvdz,-1.0,LDA,3,1,INVARIANT_MIX,-152.91711074319846
cc-pvdz,-1.0,LDA,7,3,INVARIANT_MIX,-152.88534662425494
cc-pvdz,-1.0,LDA,8,3,INVARIANT_MIX,-152.88534662425485
cc-pvdz,-1.0,LDA,9,3,INVARIANT_MIX,-152.88534662425468
cc-pvdz,-1.0,LDA,1,5,INVARIANT_MIX,-152.8209038964991
cc-pvdz,-1.0,LDA,2,5,INVARIANT_MIX,-152.82090389649898
cc-pvdz,-1.0,LDA,3,5,INVARIANT_MIX,-152.8209038964989
cc-pvdz,-1.0,LDA,4,5,INVARIANT_MIX,-152.8209038964989
cc-pvdz,-1.0,LDA,5,5,INVARIANT_MIX,-152.8209038964988
cc-pvdz,-1.0,LDA,10,3,INVARIANT_MIX,-152.7711099156245
cc-pvdz,-1.0,LDA,11,3,INVARIANT_MIX,-152.77110991562438
cc-pvdz,-1.0,LDA,12,3,INVARIANT_MIX,-152.77110991562435
cc-pvdz,-1.0,LDA,4,1,INVARIANT_MIX,-152.76485179622355
cc-pvdz,-1.0,LDA,13,3,INVARIANT_MIX,-152.7077797659746
cc-pvdz,-1.0,LDA,14,3,INVARIANT_MIX,-152.7077797659742
cc-pvdz,-1.0,LDA,15,3,INVARIANT_MIX,-152.70777976597412
cc-pvdz,-1.0,LDA,5,1,INVARIANT_MIX,-152.70017388129546
